Date,Price,Open,High,Low
10/05/1993,1.1669,1.1690,1.1755,1.1650
10/04/1993,1.1698,1.1639,1.1720,1.1487
10/01/1993,1.1633,1.1618,1.1664,1.1547
09/30/1993,1.1618,1.1778,1.1778,1.1603
09/29/1993,1.1778,1.1767,1.1823,1.1749
09/28/1993,1.1773,1.1690,1.1780,1.1645
09/27/1993,1.1688,1.1678,1.1710,1.1650
09/24/1993,1.1629,1.1575,1.1630,1.1512
09/23/1993,1.1607,1.1681,1.1704,1.1578
09/22/1993,1.1670,1.1767,1.1767,1.1613
09/21/1993,1.1769,1.1818,1.1869,1.1723
09/20/1993,1.1824,1.1762,1.1824,1.1732
09/17/1993,1.1779,1.1860,1.1860,1.1750
09/16/1993,1.1852,1.1910,1.1969,1.1803
09/15/1993,1.1909,1.1829,1.1989,1.1814
09/14/1993,1.1831,1.1840,1.1871,1.1784
09/13/1993,1.1867,1.1855,1.1927,1.1810
09/10/1993,1.1865,1.1795,1.1890,1.1792
09/09/1993,1.1810,1.1692,1.1840,1.1672
09/08/1993,1.1707,1.1723,1.1735,1.1658
09/07/1993,1.1713,1.1707,1.1793,1.1662
09/06/1993,1.1747,1.1650,1.1759,1.1635
09/03/1993,1.1650,1.1508,1.1650,1.1469
09/02/1993,1.1515,1.1445,1.1533,1.1437
09/01/1993,1.1453,1.1378,1.1490,1.1357
08/31/1993,1.1380,1.1388,1.1443,1.1350
08/30/1993,1.1380,1.1408,1.1420,1.1360
08/27/1993,1.1425,1.1410,1.1435,1.1375
08/26/1993,1.1412,1.1323,1.1445,1.1302
08/25/1993,1.1333,1.1387,1.1410,1.1277
08/24/1993,1.1393,1.1346,1.1406,1.1324
08/23/1993,1.1358,1.1412,1.1436,1.1320
08/20/1993,1.1420,1.1324,1.1435,1.1285
08/19/1993,1.1324,1.1341,1.1401,1.1280
08/18/1993,1.1354,1.1253,1.1370,1.1245
08/17/1993,1.1262,1.1277,1.1301,1.1225
08/16/1993,1.1271,1.1125,1.1294,1.1117
08/13/1993,1.1107,1.1112,1.1145,1.1077
08/12/1993,1.1120,1.1110,1.1166,1.1066
08/11/1993,1.1113,1.1098,1.1173,1.1070
08/10/1993,1.1092,1.1190,1.1196,1.1070
08/09/1993,1.1202,1.1262,1.1295,1.1182
08/06/1993,1.1270,1.1205,1.1310,1.1177
08/05/1993,1.1208,1.1233,1.1242,1.1162
08/04/1993,1.1255,1.1178,1.1275,1.1165
08/03/1993,1.1173,1.1065,1.1249,1.1025
08/02/1993,1.1107,1.0945,1.1107,1.0817
07/30/1993,1.0935,1.1152,1.1178,1.0870
07/29/1993,1.1142,1.1304,1.1327,1.1118
07/28/1993,1.1302,1.1245,1.1311,1.1237
07/27/1993,1.1244,1.1269,1.1294,1.1240
07/26/1993,1.1265,1.1300,1.1307,1.1237
07/23/1993,1.1282,1.1402,1.1402,1.1277
07/22/1993,1.1402,1.1436,1.1437,1.1332
07/21/1993,1.1463,1.1436,1.1492,1.1422
07/20/1993,1.1458,1.1403,1.1458,1.1366
07/19/1993,1.1400,1.1330,1.1421,1.1326
07/16/1993,1.1320,1.1306,1.1325,1.1215
07/15/1993,1.1307,1.1357,1.1383,1.1277
07/14/1993,1.1363,1.1353,1.1370,1.1276
07/13/1993,1.1361,1.1274,1.1373,1.1262
07/12/1993,1.1274,1.1330,1.1357,1.1247
07/09/1993,1.1331,1.1490,1.1490,1.1320
07/08/1993,1.1477,1.1475,1.1515,1.1420
07/07/1993,1.1475,1.1488,1.1536,1.1447
07/06/1993,1.1486,1.1540,1.1546,1.1466
07/05/1993,1.1540,1.1542,1.1552,1.1508
07/02/1993,1.1540,1.1567,1.1630,1.1501
07/01/1993,1.1571,1.1471,1.1571,1.1425
06/30/1993,1.1471,1.1540,1.1610,1.1450
06/29/1993,1.1606,1.1540,1.1612,1.1511
06/28/1993,1.1550,1.1476,1.1560,1.1416
06/25/1993,1.1467,1.1455,1.1547,1.1450
06/24/1993,1.1476,1.1579,1.1593,1.1430
06/23/1993,1.1578,1.1558,1.1593,1.1490
06/22/1993,1.1550,1.1612,1.1636,1.1530
06/21/1993,1.1612,1.1651,1.1657,1.1565
06/18/1993,1.1663,1.1812,1.1833,1.1626
06/17/1993,1.1806,1.1805,1.1853,1.1776
06/16/1993,1.1810,1.1892,1.1911,1.1778
06/15/1993,1.1884,1.2016,1.2058,1.1859
06/14/1993,1.2012,1.2009,1.2073,1.2000
06/11/1993,1.2009,1.2012,1.2075,1.1980
06/10/1993,1.2011,1.1959,1.2011,1.1920
06/09/1993,1.1962,1.2031,1.2041,1.1927
06/08/1993,1.2027,1.2060,1.2086,1.2010
06/07/1993,1.2060,1.2002,1.2072,1.1990
06/04/1993,1.1999,1.2225,1.2230,1.1980
06/03/1993,1.2225,1.2205,1.2225,1.2165
06/02/1993,1.2203,1.2299,1.2304,1.2187
06/01/1993,1.2300,1.2278,1.2311,1.2214
05/31/1993,1.2241,1.2239,1.2254,1.2235
05/28/1993,1.2295,1.2180,1.2301,1.2152
05/27/1993,1.2180,1.2025,1.2185,1.1990
05/26/1993,1.2028,1.2025,1.2064,1.1990
05/25/1993,1.2021,1.1980,1.2054,1.1940
05/24/1993,1.1978,1.2032,1.2053,1.1935
05/21/1993,1.2057,1.2106,1.2125,1.2017
05/20/1993,1.2107,1.2053,1.2162,1.2045
05/19/1993,1.2059,1.2049,1.2123,1.2016
05/18/1993,1.2058,1.2095,1.2103,1.1997
05/17/1993,1.2105,1.2144,1.2183,1.2079
05/14/1993,1.2178,1.2067,1.2191,1.2058
05/13/1993,1.2067,1.2144,1.2148,1.2039
05/12/1993,1.2144,1.2135,1.2172,1.2090
05/11/1993,1.2160,1.2155,1.2185,1.2108
05/10/1993,1.2155,1.2325,1.2361,1.2145
05/07/1993,1.2346,1.2425,1.2478,1.2346
05/06/1993,1.2435,1.2378,1.2435,1.2340
05/05/1993,1.2385,1.2429,1.2440,1.2360
05/04/1993,1.2405,1.2348,1.2449,1.2348
05/03/1993,1.2370,1.2305,1.2370,1.2260
04/30/1993,1.2330,1.2330,1.2388,1.2286
04/29/1993,1.2388,1.2368,1.2443,1.2343
04/28/1993,1.2388,1.2315,1.2390,1.2250
04/27/1993,1.2315,1.2440,1.2455,1.2315
04/26/1993,1.2440,1.2355,1.2485,1.2330
04/23/1993,1.2326,1.2270,1.2365,1.2210
04/22/1993,1.2270,1.2185,1.2271,1.2095
04/21/1993,1.2190,1.2200,1.2240,1.2130
04/20/1993,1.2203,1.2190,1.2312,1.2147
04/19/1993,1.2188,1.2067,1.2212,1.2067
04/16/1993,1.2056,1.2129,1.2148,1.2046
04/15/1993,1.2133,1.2205,1.2255,1.2119
04/14/1993,1.2217,1.2321,1.2321,1.2206
04/13/1993,1.2320,1.2225,1.2345,1.2185
04/12/1993,1.2221,1.2105,1.2240,1.2105
04/09/1993,1.2130,1.2107,1.2130,1.2094
04/08/1993,1.2123,1.2007,1.2145,1.2007
04/07/1993,1.2014,1.2045,1.2097,1.2005
04/06/1993,1.2067,1.2164,1.2164,1.2035
04/05/1993,1.2164,1.2140,1.2175,1.2108
04/02/1993,1.2148,1.2165,1.2224,1.2015
04/01/1993,1.2178,1.2043,1.2208,1.1990
03/31/1993,1.2070,1.1995,1.2070,1.1955
03/30/1993,1.1978,1.1928,1.1995,1.1887
03/29/1993,1.1918,1.1886,1.1932,1.1851
03/26/1993,1.1875,1.1798,1.1910,1.1790
03/25/1993,1.1809,1.1835,1.1886,1.1792
03/24/1993,1.1830,1.1900,1.1933,1.1820
03/23/1993,1.1895,1.1840,1.1907,1.1815
03/22/1993,1.1843,1.1849,1.1880,1.1759
03/19/1993,1.1857,1.1751,1.1900,1.1721
03/18/1993,1.1810,1.1675,1.1810,1.1625
03/17/1993,1.1675,1.1665,1.1698,1.1640
03/16/1993,1.1662,1.1665,1.1713,1.1650
03/15/1993,1.1663,1.1633,1.1689,1.1621
03/12/1993,1.1650,1.1683,1.1705,1.1625
03/11/1993,1.1680,1.1678,1.1707,1.1608
03/10/1993,1.1653,1.1661,1.1681,1.1619
03/09/1993,1.1659,1.1681,1.1722,1.1626
03/08/1993,1.1697,1.1645,1.1746,1.1640
03/05/1993,1.1675,1.1836,1.1859,1.1625
03/04/1993,1.1854,1.1806,1.1881,1.1760
03/03/1993,1.1799,1.1845,1.1898,1.1780
03/02/1993,1.1839,1.1728,1.1858,1.1716
03/01/1993,1.1738,1.1719,1.1810,1.1713
02/26/1993,1.1780,1.1832,1.1835,1.1735
02/25/1993,1.1824,1.1897,1.1907,1.1790
02/24/1993,1.1885,1.1915,1.1970,1.1865
02/23/1993,1.1917,1.1934,1.1993,1.1883
02/22/1993,1.1925,1.1853,1.1935,1.1838
02/19/1993,1.1872,1.1908,1.1965,1.1841
02/18/1993,1.1905,1.1943,1.1958,1.1709
02/17/1993,1.1945,1.1930,1.1978,1.1898
02/16/1993,1.1930,1.1708,1.1933,1.1708
02/15/1993,1.1733,1.1705,1.1768,1.1690
02/12/1993,1.1740,1.1744,1.1837,1.1706
02/11/1993,1.1743,1.1728,1.1770,1.1718
02/10/1993,1.1730,1.1788,1.1868,1.1726
02/09/1993,1.1783,1.1777,1.1817,1.1720
02/08/1993,1.1781,1.1770,1.1838,1.1752
02/05/1993,1.1750,1.1738,1.1855,1.1722
02/04/1993,1.1759,1.1820,1.1863,1.1712
02/03/1993,1.1815,1.1884,1.1943,1.1766
02/02/1993,1.1898,1.1937,1.2006,1.1862
02/01/1993,1.1932,1.2110,1.2110,1.1910
01/29/1993,1.2110,1.2315,1.2345,1.2100
01/28/1993,1.2311,1.2315,1.2315,1.2311
01/27/1993,1.2315,1.2426,1.2430,1.2295
01/26/1993,1.2431,1.2441,1.2500,1.2391
01/25/1993,1.2440,1.2319,1.2483,1.2265
01/22/1993,1.2321,1.2161,1.2337,1.2139
01/21/1993,1.2157,1.2266,1.2272,1.2127
01/20/1993,1.2251,1.2188,1.2257,1.2182
01/19/1993,1.2185,1.2165,1.2226,1.2136
01/18/1993,1.2172,1.2005,1.2176,1.2005
01/15/1993,1.2010,1.2077,1.2108,1.2004
01/14/1993,1.2080,1.2085,1.2137,1.2052
01/13/1993,1.2095,1.2004,1.2096,1.1989
01/12/1993,1.2046,1.2050,1.2107,1.2022
01/11/1993,1.2054,1.1982,1.2097,1.1982
01/08/1993,1.1910,1.1968,1.1986,1.1883
01/07/1993,1.1980,1.1979,1.2013,1.1951
01/06/1993,1.1990,1.2047,1.2079,1.1956
01/05/1993,1.2040,1.1919,1.2060,1.1903
01/04/1993,1.1909,1.2040,1.2045,1.1877
12/31/1992,1.2047,1.2063,1.2099,1.2045
12/30/1992,1.2064,1.2075,1.2130,1.2048
12/29/1992,1.2090,1.2063,1.2095,1.2028
12/28/1992,1.2050,1.2188,1.2213,1.2025
12/25/1992,1.2220,1.2220,1.2220,1.2220
12/24/1992,1.2220,1.2265,1.2295,1.2220
12/23/1992,1.2250,1.2313,1.2340,1.2248
12/22/1992,1.2291,1.2453,1.2455,1.2284
12/21/1992,1.2451,1.2455,1.2502,1.2435
12/18/1992,1.2485,1.2555,1.2560,1.2438
12/17/1992,1.2560,1.2575,1.2665,1.2517
12/16/1992,1.2571,1.2517,1.2608,1.2493
12/15/1992,1.2511,1.2497,1.2537,1.2462
12/14/1992,1.2495,1.2465,1.2515,1.2463
12/11/1992,1.2430,1.2384,1.2451,1.2358
12/10/1992,1.2401,1.2457,1.2473,1.2360
12/09/1992,1.2460,1.2582,1.2582,1.2440
12/08/1992,1.2615,1.2619,1.2661,1.2562
12/07/1992,1.2617,1.2328,1.2632,1.2328
12/04/1992,1.2352,1.2413,1.2463,1.2307
12/03/1992,1.2385,1.2436,1.2439,1.2363
12/02/1992,1.2442,1.2428,1.2480,1.2364
12/01/1992,1.2428,1.2324,1.2482,1.2265
11/30/1992,1.2312,1.2260,1.2324,1.2180
11/27/1992,1.2245,1.2287,1.2287,1.2183
11/26/1992,1.2290,1.2355,1.2358,1.2285
11/25/1992,1.2350,1.2287,1.2372,1.2261
11/24/1992,1.2289,1.2268,1.2299,1.2182
11/23/1992,1.2264,1.2135,1.2279,1.2132
11/20/1992,1.2313,1.2469,1.2483,1.2277
11/19/1992,1.2473,1.2393,1.2507,1.2393
11/18/1992,1.2370,1.2367,1.2439,1.2307
11/17/1992,1.2372,1.2355,1.2372,1.2245
11/16/1992,1.2360,1.2480,1.2507,1.2334
11/13/1992,1.2500,1.2415,1.2575,1.2415
11/12/1992,1.2429,1.2370,1.2432,1.2318
11/11/1992,1.2367,1.2373,1.2391,1.2285
11/10/1992,1.2325,1.2251,1.2325,1.2232
11/09/1992,1.2295,1.2318,1.2415,1.2281
11/06/1992,1.2317,1.2417,1.2437,1.2313
11/05/1992,1.2411,1.2546,1.2570,1.2405
11/04/1992,1.2519,1.2543,1.2672,1.2484
11/03/1992,1.2545,1.2557,1.2616,1.2448
11/02/1992,1.2551,1.2722,1.2730,1.2497
10/30/1992,1.2729,1.2773,1.2818,1.2712
10/29/1992,1.2762,1.2705,1.2804,1.2665
10/28/1992,1.2709,1.2852,1.2865,1.2657
10/27/1992,1.2833,1.2795,1.2858,1.2680
10/26/1992,1.2814,1.2830,1.2898,1.2705
10/23/1992,1.2840,1.2983,1.3098,1.2765
10/22/1992,1.2993,1.2860,1.3038,1.2860
10/21/1992,1.2856,1.2925,1.3026,1.2849
10/20/1992,1.2924,1.3005,1.3045,1.2862
10/19/1992,1.2990,1.3123,1.3220,1.2990
10/16/1992,1.3160,1.3343,1.3412,1.3160
10/15/1992,1.3414,1.3440,1.3500,1.3400
10/14/1992,1.3395,1.3347,1.3414,1.3290
10/13/1992,1.3325,1.3223,1.3364,1.3133
10/12/1992,1.3245,1.3283,1.3380,1.3178
10/09/1992,1.3155,1.3113,1.3248,1.3078
10/08/1992,1.3172,1.3405,1.3418,1.3167
10/07/1992,1.3430,1.3608,1.3674,1.3430
10/06/1992,1.3645,1.3603,1.3679,1.3535
10/05/1992,1.3643,1.3805,1.3919,1.3617
10/02/1992,1.3785,1.3775,1.3877,1.3615
10/01/1992,1.3785,1.3855,1.3890,1.3630
09/30/1992,1.3860,1.3862,1.3993,1.3782
09/29/1992,1.3887,1.3539,1.3918,1.3458
09/28/1992,1.3535,1.3183,1.3590,1.3153
09/25/1992,1.3205,1.3090,1.3275,1.3060
09/24/1992,1.3095,1.3060,1.3137,1.2980
09/23/1992,1.3080,1.2925,1.3117,1.2850
09/22/1992,1.2935,1.3243,1.3321,1.2930
09/21/1992,1.3205,1.3103,1.3273,1.3050
09/18/1992,1.3005,1.3243,1.3273,1.2903
09/17/1992,1.3270,1.2722,1.3341,1.2653
09/16/1992,1.2980,1.3503,1.3523,1.2883
09/15/1992,1.3467,1.3605,1.3749,1.3460
09/14/1992,1.3615,1.3543,1.3723,1.3453
09/11/1992,1.3937,1.4303,1.4354,1.3903
09/10/1992,1.4224,1.4294,1.4385,1.4146
09/09/1992,1.4308,1.4525,1.4530,1.4303
09/08/1992,1.4535,1.4453,1.4580,1.4443
09/07/1992,1.4443,1.4415,1.4463,1.4415
09/04/1992,1.4445,1.4301,1.4501,1.4103
09/03/1992,1.4305,1.4475,1.4525,1.4295
09/02/1992,1.4495,1.4523,1.4579,1.4482
09/01/1992,1.4536,1.4415,1.4557,1.4383
08/31/1992,1.4410,1.4345,1.4434,1.4303
08/28/1992,1.4335,1.4336,1.4400,1.4306
08/27/1992,1.4335,1.4361,1.4363,1.4263
08/26/1992,1.4366,1.4416,1.4428,1.4337
08/25/1992,1.4425,1.4423,1.4497,1.4340
08/24/1992,1.4430,1.4305,1.4487,1.4240
08/21/1992,1.4210,1.4030,1.4223,1.3924
08/20/1992,1.4035,1.3965,1.4045,1.3954
08/19/1992,1.3975,1.3950,1.3990,1.3913
08/18/1992,1.3963,1.3855,1.3973,1.3855
08/17/1992,1.3897,1.3847,1.3927,1.3787
08/14/1992,1.3885,1.3968,1.3978,1.3840
08/13/1992,1.3976,1.3905,1.3984,1.3870
08/12/1992,1.3916,1.3895,1.3927,1.3840
08/11/1992,1.3897,1.3925,1.3945,1.3782
08/10/1992,1.3923,1.3902,1.3932,1.3845
08/07/1992,1.3898,1.3800,1.3937,1.3774
08/06/1992,1.3803,1.3740,1.3810,1.3705
08/05/1992,1.3760,1.3802,1.3816,1.3725
08/04/1992,1.3803,1.3836,1.3839,1.3780
08/03/1992,1.3838,1.3805,1.3851,1.3772
07/31/1992,1.3828,1.3805,1.3832,1.3747
07/30/1992,1.3815,1.3753,1.3820,1.3675
07/29/1992,1.3764,1.3840,1.3860,1.3735
07/28/1992,1.3840,1.3773,1.3865,1.3740
07/27/1992,1.3785,1.3553,1.3785,1.3553
07/24/1992,1.3555,1.3731,1.3760,1.3542
07/23/1992,1.3752,1.3705,1.3767,1.3675
07/22/1992,1.3710,1.3715,1.3764,1.3635
07/21/1992,1.3725,1.3648,1.3735,1.3523
07/20/1992,1.3645,1.3998,1.4055,1.3595
07/17/1992,1.3965,1.3768,1.3980,1.3760
07/16/1992,1.3795,1.3728,1.3875,1.3673
07/15/1992,1.3745,1.3723,1.3815,1.3710
07/14/1992,1.3737,1.3825,1.3836,1.3691
07/13/1992,1.3845,1.3721,1.3845,1.3715
07/10/1992,1.3660,1.3513,1.3685,1.3453
07/09/1992,1.3535,1.3713,1.3791,1.3449
07/08/1992,1.3733,1.3743,1.3845,1.3633
07/07/1992,1.3745,1.3527,1.3750,1.3519
07/06/1992,1.3535,1.3458,1.3564,1.3368
07/03/1992,1.3493,1.3552,1.3615,1.3457
07/02/1992,1.3575,1.3443,1.3630,1.3434
07/01/1992,1.3450,1.3443,1.3556,1.3428
06/30/1992,1.3447,1.3468,1.3495,1.3393
06/29/1992,1.3464,1.3335,1.3529,1.3322
06/26/1992,1.3356,1.3310,1.3377,1.3265
06/25/1992,1.3335,1.3213,1.3343,1.3173
06/24/1992,1.3235,1.3073,1.3235,1.3073
06/23/1992,1.3085,1.3100,1.3161,1.3080
06/22/1992,1.3100,1.3023,1.3105,1.2993
06/19/1992,1.3030,1.3059,1.3088,1.3023
06/18/1992,1.3070,1.3005,1.3110,1.2932
06/17/1992,1.3015,1.3100,1.3102,1.2980
06/16/1992,1.3103,1.3035,1.3107,1.2980
06/15/1992,1.3050,1.2981,1.3066,1.2979
06/12/1992,1.2985,1.2988,1.3047,1.2966
06/11/1992,1.2985,1.2878,1.3005,1.2868
06/10/1992,1.2893,1.2873,1.2897,1.2813
06/09/1992,1.2878,1.2901,1.2953,1.2858
06/08/1992,1.2913,1.2900,1.2913,1.2845
06/05/1992,1.2887,1.2875,1.2932,1.2838
06/04/1992,1.2878,1.2762,1.2882,1.2747
06/03/1992,1.2785,1.2706,1.2805,1.2658
06/02/1992,1.2718,1.2796,1.2827,1.2705
06/01/1992,1.2798,1.2790,1.2887,1.2739
05/29/1992,1.2785,1.2653,1.2825,1.2633
05/28/1992,1.2650,1.2554,1.2650,1.2550
05/27/1992,1.2565,1.2728,1.2728,1.2541
05/26/1992,1.2735,1.2718,1.2791,1.2703
05/25/1992,1.2725,1.2717,1.2749,1.2704
05/22/1992,1.2720,1.2708,1.2734,1.2655
05/21/1992,1.2710,1.2811,1.2843,1.2692
05/20/1992,1.2837,1.2855,1.2900,1.2797
05/19/1992,1.2895,1.2868,1.2940,1.2851
05/18/1992,1.2875,1.2774,1.2891,1.2774
05/15/1992,1.2767,1.2767,1.2797,1.2673
05/14/1992,1.2701,1.2701,1.2807,1.2687
05/13/1992,1.2780,1.2780,1.2786,1.2651
05/12/1992,1.2663,1.2663,1.2687,1.2535
05/11/1992,1.2545,1.2545,1.2550,1.2478
05/08/1992,1.2493,1.2493,1.2608,1.2446
05/07/1992,1.2570,1.2570,1.2606,1.2523
05/06/1992,1.2608,1.2608,1.2631,1.2505
05/05/1992,1.2541,1.2541,1.2545,1.2437
05/04/1992,1.2467,1.2467,1.2509,1.2445
05/01/1992,1.2510,1.2510,1.2515,1.2403
04/30/1992,1.2455,1.2455,1.2458,1.2353
04/29/1992,1.2381,1.2381,1.2426,1.2367
04/28/1992,1.2422,1.2422,1.2425,1.2353
04/27/1992,1.2410,1.2410,1.2438,1.2365
04/24/1992,1.2425,1.2425,1.2457,1.2363
04/23/1992,1.2375,1.2375,1.2382,1.2300
04/22/1992,1.2353,1.2353,1.2365,1.2275
04/21/1992,1.2297,1.2297,1.2340,1.2277
04/20/1992,1.2305,1.2305,1.2329,1.2247
04/17/1992,1.2287,1.2287,1.2313,1.2285
04/16/1992,1.2285,1.2285,1.2403,1.2258
04/15/1992,1.2325,1.2325,1.2425,1.2321
04/14/1992,1.2385,1.2385,1.2483,1.2385
04/13/1992,1.2400,1.2400,1.2497,1.2360
04/10/1992,1.2505,1.2505,1.2646,1.2491
04/09/1992,1.2625,1.2625,1.2670,1.2485
04/08/1992,1.2555,1.2555,1.2618,1.2537
04/07/1992,1.2600,1.2600,1.2605,1.2528
04/06/1992,1.2565,1.2565,1.2622,1.2483
04/03/1992,1.2555,1.2555,1.2590,1.2412
04/02/1992,1.2430,1.2430,1.2447,1.2319
04/01/1992,1.2365,1.2365,1.2437,1.2333
03/31/1992,1.2431,1.2431,1.2465,1.2384
03/30/1992,1.2415,1.2415,1.2453,1.2351
03/27/1992,1.2450,1.2450,1.2465,1.2280
03/26/1992,1.2315,1.2315,1.2385,1.2295
03/25/1992,1.2382,1.2382,1.2395,1.2287
03/24/1992,1.2290,1.2290,1.2317,1.2225
03/23/1992,1.2274,1.2274,1.2293,1.2170
03/20/1992,1.2235,1.2235,1.2323,1.2128
03/19/1992,1.2231,1.2231,1.2382,1.2212
03/18/1992,1.2358,1.2358,1.2430,1.2340
03/17/1992,1.2419,1.2419,1.2426,1.2280
03/16/1992,1.2302,1.2302,1.2304,1.2210
03/13/1992,1.2246,1.2246,1.2293,1.2198
03/12/1992,1.2253,1.2253,1.2327,1.2187
03/11/1992,1.2311,1.2311,1.2338,1.2195
03/10/1992,1.2250,1.2250,1.2336,1.2227
03/09/1992,1.2314,1.2314,1.2327,1.2255
03/06/1992,1.2270,1.2270,1.2339,1.2205
03/05/1992,1.2236,1.2236,1.2280,1.2181
03/04/1992,1.2276,1.2276,1.2362,1.2235
03/03/1992,1.2353,1.2353,1.2463,1.2317
03/02/1992,1.2456,1.2456,1.2539,1.2424
02/28/1992,1.2485,1.2485,1.2553,1.2443
02/27/1992,1.2522,1.2522,1.2530,1.2419
02/26/1992,1.2438,1.2438,1.2447,1.2285
02/25/1992,1.2340,1.2340,1.2543,1.2325
02/24/1992,1.2383,1.2383,1.2442,1.2302
02/21/1992,1.2366,1.2366,1.2468,1.2340
02/20/1992,1.2445,1.2445,1.2490,1.2348
02/19/1992,1.2455,1.2455,1.2474,1.2400
02/18/1992,1.2446,1.2446,1.2608,1.2385
02/17/1992,1.2603,1.2603,1.2715,1.2585
02/14/1992,1.2575,1.2575,1.2675,1.2533
02/13/1992,1.2600,1.2600,1.2809,1.2547
02/12/1992,1.2715,1.2715,1.2842,1.2680
02/11/1992,1.2802,1.2802,1.2981,1.2787
02/10/1992,1.2945,1.2945,1.3112,1.2925
02/07/1992,1.3095,1.3095,1.3103,1.2899
02/06/1992,1.2950,1.2950,1.2990,1.2897
02/05/1992,1.2915,1.2915,1.2928,1.2820
02/04/1992,1.2815,1.2815,1.2878,1.2745
02/03/1992,1.2765,1.2765,1.2807,1.2704
01/31/1992,1.2685,1.2685,1.2755,1.2613
01/30/1992,1.2642,1.2642,1.2800,1.2602
01/29/1992,1.2750,1.2750,1.2894,1.2715
01/28/1992,1.2765,1.2765,1.2814,1.2649
01/27/1992,1.2679,1.2679,1.2767,1.2622
01/24/1992,1.2790,1.2790,1.2874,1.2647
01/23/1992,1.2700,1.2700,1.2853,1.2630
01/22/1992,1.2843,1.2843,1.2902,1.2782
01/21/1992,1.2864,1.2864,1.2919,1.2799
01/20/1992,1.2850,1.2850,1.2913,1.2768
01/17/1992,1.2839,1.2839,1.2839,1.2483
01/16/1992,1.2609,1.2609,1.2666,1.2535
01/15/1992,1.2547,1.2547,1.2830,1.2467
01/14/1992,1.2808,1.2808,1.3002,1.2747
01/13/1992,1.2906,1.2906,1.2963,1.2865
01/10/1992,1.2844,1.2844,1.3113,1.2817
01/09/1992,1.3040,1.3040,1.3490,1.2985
01/08/1992,1.3489,1.3489,1.3527,1.3371
01/07/1992,1.3495,1.3495,1.3512,1.3367
01/06/1992,1.3437,1.3437,1.3439,1.3211
01/03/1992,1.3182,1.3182,1.3312,1.3134
01/02/1992,1.3285,1.3285,1.3452,1.3252
01/01/1992,1.3369,1.3369,1.3369,1.3369
12/31/1991,1.3369,1.3369,1.3397,1.3329
12/30/1991,1.3359,1.3359,1.3403,1.3302
12/27/1991,1.3345,1.3345,1.3495,1.3330
