,Date,EUR/USD,year,month,day
0,1997-04-18,1.141,1997,4,18
1,1997-04-17,1.1337,1997,4,17
2,1997-04-16,1.13,1997,4,16
3,1997-04-15,1.1313,1997,4,15
4,1997-04-14,1.131,1997,4,14
5,1997-04-11,1.1346,1997,4,11
6,1997-04-10,1.1362,1997,4,10
7,1997-04-09,1.1327,1997,4,9
8,1997-04-08,1.14,1997,4,8
9,1997-04-07,1.1423,1997,4,7
10,1997-04-04,1.1558,1997,4,4
11,1997-04-03,1.1655,1997,4,3
12,1997-04-02,1.1617,1997,4,2
13,1997-04-01,1.1672,1997,4,1
14,1997-03-31,1.1661,1997,3,31
15,1997-03-28,1.1578,1997,3,28
16,1997-03-27,1.162,1997,3,27
17,1997-03-26,1.1514,1997,3,26
18,1997-03-25,1.1498,1997,3,25
19,1997-03-24,1.1508,1997,3,24
20,1997-03-21,1.1511,1997,3,21
21,1997-03-20,1.1448,1997,3,20
22,1997-03-19,1.1521,1997,3,19
23,1997-03-18,1.155,1997,3,18
24,1997-03-17,1.145,1997,3,17
25,1997-03-14,1.1454,1997,3,14
26,1997-03-13,1.1398,1997,3,13
27,1997-03-12,1.1432,1997,3,12
28,1997-03-11,1.1411,1997,3,11
29,1997-03-10,1.1423,1997,3,10
30,1997-03-07,1.1344,1997,3,7
31,1997-03-06,1.1343,1997,3,6
32,1997-03-05,1.1356,1997,3,5
33,1997-03-04,1.1352,1997,3,4
34,1997-03-03,1.1436,1997,3,3
35,1997-02-28,1.1468,1997,2,28
36,1997-02-27,1.1496,1997,2,27
37,1997-02-26,1.1501,1997,2,26
38,1997-02-25,1.161,1997,2,25
39,1997-02-24,1.1599,1997,2,24
40,1997-02-21,1.1488,1997,2,21
41,1997-02-20,1.1513,1997,2,20
42,1997-02-19,1.1422,1997,2,19
43,1997-02-18,1.1502,1997,2,18
44,1997-02-17,1.145,1997,2,17
45,1997-02-14,1.1508,1997,2,14
46,1997-02-13,1.1544,1997,2,13
47,1997-02-12,1.155,1997,2,12
48,1997-02-11,1.1609,1997,2,11
49,1997-02-10,1.1721,1997,2,10
50,1997-02-07,1.171,1997,2,7
51,1997-02-06,1.1746,1997,2,6
52,1997-02-05,1.1798,1997,2,5
53,1997-02-04,1.1761,1997,2,4
54,1997-02-03,1.1784,1997,2,3
55,1997-01-31,1.1796,1997,1,31
56,1997-01-30,1.1826,1997,1,30
57,1997-01-29,1.1786,1997,1,29
58,1997-01-28,1.1772,1997,1,28
59,1997-01-27,1.1825,1997,1,27
60,1997-01-24,1.1887,1997,1,24
61,1997-01-23,1.1838,1997,1,23
62,1997-01-22,1.1865,1997,1,22
63,1997-01-21,1.1952,1997,1,21
64,1997-01-20,1.1984,1997,1,20
65,1997-01-17,1.2045,1997,1,17
66,1997-01-16,1.2202,1997,1,16
67,1997-01-15,1.2241,1997,1,15
68,1997-01-14,1.2202,1997,1,14
69,1997-01-13,1.2239,1997,1,13
70,1997-01-10,1.225,1997,1,10
71,1997-01-09,1.2331,1997,1,9
72,1997-01-08,1.233,1997,1,8
73,1997-01-07,1.2403,1997,1,7
74,1997-01-06,1.2406,1997,1,6
75,1997-01-03,1.2359,1997,1,3
76,1997-01-02,1.2528,1997,1,2
77,1996-12-31,1.2538,1996,12,31
78,1996-12-30,1.2417,1996,12,30
79,1996-12-27,1.2415,1996,12,27
80,1996-12-26,1.2402,1996,12,26
81,1996-12-25,1.2388,1996,12,25
82,1996-12-24,1.239,1996,12,24
83,1996-12-23,1.2394,1996,12,23
84,1996-12-20,1.2407,1996,12,20
85,1996-12-19,1.2348,1996,12,19
86,1996-12-18,1.2405,1996,12,18
87,1996-12-17,1.2418,1996,12,17
88,1996-12-16,1.2472,1996,12,16
89,1996-12-13,1.2428,1996,12,13
90,1996-12-12,1.2502,1996,12,12
91,1996-12-11,1.2519,1996,12,11
92,1996-12-10,1.2406,1996,12,10
93,1996-12-09,1.2401,1996,12,9
94,1996-12-06,1.2474,1996,12,6
95,1996-12-05,1.2431,1996,12,5
96,1996-12-04,1.2391,1996,12,4
97,1996-12-03,1.2414,1996,12,3
98,1996-12-02,1.25,1996,12,2
99,1996-11-29,1.254,1996,11,29
100,1996-11-28,1.2589,1996,11,28
101,1996-11-27,1.2624,1996,11,27
102,1996-11-26,1.2637,1996,11,26
103,1996-11-25,1.2656,1996,11,25
104,1996-11-22,1.2753,1996,11,22
105,1996-11-21,1.2829,1996,11,21
106,1996-11-20,1.2843,1996,11,20
107,1996-11-19,1.2763,1996,11,19
108,1996-11-18,1.2787,1996,11,18
109,1996-11-15,1.2726,1996,11,15
110,1996-11-14,1.2703,1996,11,14
111,1996-11-13,1.2725,1996,11,13
112,1996-11-12,1.2696,1996,11,12
113,1996-11-11,1.2781,1996,11,11
114,1996-11-08,1.2714,1996,11,8
115,1996-11-07,1.2663,1996,11,7
116,1996-11-06,1.2627,1996,11,6
117,1996-11-05,1.2625,1996,11,5
118,1996-11-04,1.269,1996,11,4
119,1996-11-01,1.2662,1996,11,1
120,1996-10-31,1.2642,1996,10,31
121,1996-10-30,1.2693,1996,10,30
122,1996-10-29,1.2673,1996,10,29
123,1996-10-28,1.261,1996,10,28
124,1996-10-25,1.2604,1996,10,25
125,1996-10-24,1.2624,1996,10,24
126,1996-10-23,1.2587,1996,10,23
127,1996-10-22,1.254,1996,10,22
128,1996-10-21,1.2515,1996,10,21
129,1996-10-18,1.2477,1996,10,18
130,1996-10-17,1.2439,1996,10,17
131,1996-10-16,1.2473,1996,10,16
132,1996-10-15,1.2465,1996,10,15
133,1996-10-14,1.2529,1996,10,14
134,1996-10-11,1.2519,1996,10,11
135,1996-10-10,1.2517,1996,10,10
136,1996-10-09,1.252,1996,10,9
137,1996-10-08,1.251,1996,10,8
138,1996-10-07,1.2497,1996,10,7
139,1996-10-04,1.2469,1996,10,4
140,1996-10-03,1.2475,1996,10,3
141,1996-10-02,1.2457,1996,10,2
142,1996-10-01,1.248,1996,10,1
143,1996-09-30,1.2504,1996,9,30
144,1996-09-27,1.2502,1996,9,27
145,1996-09-26,1.2536,1996,9,26
146,1996-09-25,1.26,1996,9,25
147,1996-09-24,1.2663,1996,9,24
148,1996-09-23,1.2578,1996,9,23
149,1996-09-20,1.254,1996,9,20
150,1996-09-19,1.2523,1996,9,19
151,1996-09-18,1.255,1996,9,18
152,1996-09-17,1.252,1996,9,17
153,1996-09-16,1.2542,1996,9,16
154,1996-09-13,1.2502,1996,9,13
155,1996-09-12,1.2514,1996,9,12
156,1996-09-11,1.2526,1996,9,11
157,1996-09-10,1.2526,1996,9,10
158,1996-09-09,1.2618,1996,9,9
159,1996-09-06,1.2654,1996,9,6
160,1996-09-05,1.2694,1996,9,5
161,1996-09-04,1.2737,1996,9,4
162,1996-09-03,1.27,1996,9,3
163,1996-09-02,1.2681,1996,9,2
164,1996-08-30,1.273,1996,8,30
165,1996-08-29,1.2736,1996,8,29
166,1996-08-28,1.2738,1996,8,28
167,1996-08-27,1.2728,1996,8,27
168,1996-08-26,1.2716,1996,8,26
169,1996-08-23,1.2714,1996,8,23
170,1996-08-22,1.2623,1996,8,22
171,1996-08-21,1.2689,1996,8,21
172,1996-08-20,1.2649,1996,8,20
173,1996-08-19,1.2659,1996,8,19
174,1996-08-16,1.263,1996,8,16
175,1996-08-15,1.2684,1996,8,15
176,1996-08-14,1.2636,1996,8,14
177,1996-08-13,1.27,1996,8,13
178,1996-08-12,1.2696,1996,8,12
179,1996-08-09,1.27,1996,8,9
180,1996-08-08,1.2659,1996,8,8
181,1996-08-07,1.264,1996,8,7
182,1996-08-06,1.2661,1996,8,6
183,1996-08-05,1.2697,1996,8,5
184,1996-08-02,1.272,1996,8,2
185,1996-08-01,1.2742,1996,8,1
186,1996-07-31,1.2767,1996,7,31
187,1996-07-30,1.272,1996,7,30
188,1996-07-29,1.2704,1996,7,29
189,1996-07-26,1.2676,1996,7,26
190,1996-07-25,1.2722,1996,7,25
191,1996-07-24,1.2633,1996,7,24
192,1996-07-23,1.2656,1996,7,23
193,1996-07-22,1.2708,1996,7,22
194,1996-07-19,1.2677,1996,7,19
195,1996-07-18,1.2649,1996,7,18
196,1996-07-17,1.2676,1996,7,17
197,1996-07-16,1.271,1996,7,16
198,1996-07-15,1.2462,1996,7,15
199,1996-07-12,1.2435,1996,7,12
200,1996-07-11,1.2452,1996,7,11
201,1996-07-10,1.2412,1996,7,10
202,1996-07-09,1.2411,1996,7,9
203,1996-07-08,1.2412,1996,7,8
204,1996-07-05,1.2428,1996,7,5
205,1996-07-04,1.2441,1996,7,4
206,1996-07-03,1.2471,1996,7,3
207,1996-07-02,1.242,1996,7,2
208,1996-07-01,1.2437,1996,7,1
209,1996-06-28,1.2432,1996,6,28
210,1996-06-27,1.2468,1996,6,27
211,1996-06-26,1.2405,1996,6,26
212,1996-06-25,1.2391,1996,6,25
213,1996-06-24,1.2385,1996,6,24
214,1996-06-21,1.2363,1996,6,21
215,1996-06-20,1.2419,1996,6,20
216,1996-06-19,1.2445,1996,6,19
217,1996-06-18,1.2487,1996,6,18
218,1996-06-17,1.2425,1996,6,17
219,1996-06-14,1.2368,1996,6,14
220,1996-06-13,1.237,1996,6,13
221,1996-06-12,1.235,1996,6,12
222,1996-06-11,1.2317,1996,6,11
223,1996-06-10,1.2313,1996,6,10
224,1996-06-07,1.2308,1996,6,7
225,1996-06-06,1.2368,1996,6,6
226,1996-06-05,1.2358,1996,6,5
227,1996-06-04,1.2355,1996,6,4
228,1996-06-03,1.2405,1996,6,3
229,1996-05-31,1.2392,1996,5,31
230,1996-05-30,1.2292,1996,5,30
231,1996-05-29,1.2313,1996,5,29
232,1996-05-28,1.2231,1996,5,28
233,1996-05-27,1.226,1996,5,27
234,1996-05-24,1.2248,1996,5,24
235,1996-05-23,1.2252,1996,5,23
236,1996-05-22,1.2218,1996,5,22
237,1996-05-21,1.223,1996,5,21
238,1996-05-20,1.227,1996,5,20
239,1996-05-17,1.2282,1996,5,17
240,1996-05-16,1.2282,1996,5,16
241,1996-05-15,1.2256,1996,5,15
242,1996-05-14,1.2266,1996,5,14
243,1996-05-13,1.227,1996,5,13
244,1996-05-10,1.2281,1996,5,10
245,1996-05-09,1.2335,1996,5,9
246,1996-05-08,1.2365,1996,5,8
247,1996-05-07,1.2304,1996,5,7
248,1996-05-06,1.23,1996,5,6
249,1996-05-03,1.2317,1996,5,3
250,1996-05-02,1.2278,1996,5,2
251,1996-05-01,1.2223,1996,5,1
252,1996-04-30,1.2269,1996,4,30
253,1996-04-29,1.2316,1996,4,29
254,1996-04-26,1.2307,1996,4,26
255,1996-04-25,1.226,1996,4,25
256,1996-04-24,1.2375,1996,4,24
257,1996-04-23,1.2359,1996,4,23
258,1996-04-22,1.2374,1996,4,22
259,1996-04-19,1.2382,1996,4,19
260,1996-04-18,1.2446,1996,4,18
261,1996-04-17,1.242,1996,4,17
262,1996-04-16,1.2385,1996,4,16
263,1996-04-15,1.2383,1996,4,15
264,1996-04-12,1.2439,1996,4,12
265,1996-04-11,1.2438,1996,4,11
266,1996-04-10,1.2471,1996,4,10
267,1996-04-09,1.247,1996,4,9
268,1996-04-08,1.2551,1996,4,8
269,1996-04-05,1.2532,1996,4,5
270,1996-04-04,1.2576,1996,4,4
271,1996-04-03,1.2547,1996,4,3
272,1996-04-02,1.2571,1996,4,2
273,1996-04-01,1.251,1996,4,1
274,1996-03-29,1.2557,1996,3,29
275,1996-03-28,1.2597,1996,3,28
276,1996-03-27,1.2509,1996,3,27
277,1996-03-26,1.2555,1996,3,26
278,1996-03-25,1.2557,1996,3,25
279,1996-03-22,1.2537,1996,3,22
280,1996-03-21,1.2526,1996,3,21
281,1996-03-20,1.2572,1996,3,20
282,1996-03-19,1.2573,1996,3,19
283,1996-03-18,1.2524,1996,3,18
284,1996-03-15,1.2578,1996,3,15
285,1996-03-14,1.2564,1996,3,14
286,1996-03-13,1.2561,1996,3,13
287,1996-03-12,1.2552,1996,3,12
288,1996-03-11,1.249,1996,3,11
289,1996-03-08,1.249,1996,3,8
290,1996-03-07,1.2568,1996,3,7
291,1996-03-06,1.2568,1996,3,6
292,1996-03-05,1.2597,1996,3,5
293,1996-03-04,1.2555,1996,3,4
294,1996-03-01,1.252,1996,3,1
295,1996-02-29,1.2551,1996,2,29
296,1996-02-28,1.2623,1996,2,28
297,1996-02-27,1.27,1996,2,27
298,1996-02-26,1.2658,1996,2,26
299,1996-02-23,1.268,1996,2,23
300,1996-02-22,1.2655,1996,2,22
301,1996-02-21,1.2668,1996,2,21
302,1996-02-20,1.2663,1996,2,20
303,1996-02-19,1.2666,1996,2,19
304,1996-02-16,1.257,1996,2,16
305,1996-02-15,1.2502,1996,2,15
306,1996-02-14,1.2517,1996,2,14
307,1996-02-13,1.2471,1996,2,13
308,1996-02-12,1.246,1996,2,12
309,1996-02-09,1.2448,1996,2,9
310,1996-02-08,1.244,1996,2,8
311,1996-02-07,1.2435,1996,2,7
312,1996-02-06,1.248,1996,2,6
313,1996-02-05,1.25,1996,2,5
314,1996-02-02,1.2383,1996,2,2
315,1996-02-01,1.2371,1996,2,1
316,1996-01-31,1.234,1996,1,31
317,1996-01-30,1.23,1996,1,30
318,1996-01-29,1.232,1996,1,29
319,1996-01-26,1.2255,1996,1,26
320,1996-01-25,1.2329,1996,1,25
321,1996-01-24,1.2389,1996,1,24
322,1996-01-23,1.2439,1996,1,23
323,1996-01-22,1.247,1996,1,22
324,1996-01-19,1.2461,1996,1,19
325,1996-01-18,1.2543,1996,1,18
326,1996-01-17,1.2582,1996,1,17
327,1996-01-16,1.2626,1996,1,16
328,1996-01-15,1.278,1996,1,15
329,1996-01-12,1.2813,1996,1,12
330,1996-01-11,1.289,1996,1,11
331,1996-01-10,1.2937,1996,1,10
332,1996-01-09,1.2914,1996,1,9
333,1996-01-08,1.2861,1996,1,8
334,1996-01-05,1.2843,1996,1,5
335,1996-01-04,1.28,1996,1,4
336,1996-01-03,1.2742,1996,1,3
337,1996-01-02,1.2797,1996,1,2
338,1995-12-29,1.2777,1995,12,29
339,1995-12-28,1.2768,1995,12,28
340,1995-12-27,1.279,1995,12,27
341,1995-12-26,1.281,1995,12,26
342,1995-12-25,1.2771,1995,12,25
343,1995-12-22,1.2776,1995,12,22
344,1995-12-21,1.2765,1995,12,21
345,1995-12-20,1.2766,1995,12,20
346,1995-12-19,1.273,1995,12,19
347,1995-12-18,1.2838,1995,12,18
348,1995-12-15,1.273,1995,12,15
349,1995-12-14,1.2735,1995,12,14
350,1995-12-13,1.2634,1995,12,13
351,1995-12-12,1.2672,1995,12,12
352,1995-12-11,1.2721,1995,12,11
353,1995-12-08,1.2731,1995,12,8
354,1995-12-07,1.274,1995,12,7
355,1995-12-06,1.278,1995,12,6
356,1995-12-05,1.2851,1995,12,5
357,1995-12-04,1.277,1995,12,4
358,1995-12-01,1.2757,1995,12,1
359,1995-11-30,1.2755,1995,11,30
360,1995-11-29,1.2859,1995,11,29
361,1995-11-28,1.2925,1995,11,28
362,1995-11-27,1.2893,1995,11,27
363,1995-11-24,1.2993,1995,11,24
364,1995-11-23,1.3001,1995,11,23
365,1995-11-22,1.3016,1995,11,22
366,1995-11-21,1.3019,1995,11,21
367,1995-11-20,1.3028,1995,11,20
368,1995-11-17,1.309,1995,11,17
369,1995-11-16,1.3004,1995,11,16
370,1995-11-15,1.3006,1995,11,15
371,1995-11-14,1.296,1995,11,14
372,1995-11-13,1.291,1995,11,13
373,1995-11-10,1.2917,1995,11,10
374,1995-11-09,1.3043,1995,11,9
375,1995-11-08,1.2927,1995,11,8
376,1995-11-07,1.2962,1995,11,7
377,1995-11-06,1.2962,1995,11,6
378,1995-11-03,1.2933,1995,11,3
379,1995-11-02,1.2904,1995,11,2
380,1995-11-01,1.2963,1995,11,1
381,1995-10-31,1.3013,1995,10,31
382,1995-10-30,1.304,1995,10,30
383,1995-10-27,1.3037,1995,10,27
384,1995-10-26,1.3098,1995,10,26
385,1995-10-25,1.3099,1995,10,25
386,1995-10-24,1.3094,1995,10,24
387,1995-10-23,1.314,1995,10,23
388,1995-10-20,1.3088,1995,10,20
389,1995-10-19,1.302,1995,10,19
390,1995-10-18,1.2909,1995,10,18
391,1995-10-17,1.2968,1995,10,17
392,1995-10-16,1.2933,1995,10,16
393,1995-10-13,1.2934,1995,10,13
394,1995-10-12,1.2983,1995,10,12
395,1995-10-11,1.2896,1995,10,11
396,1995-10-10,1.293,1995,10,10
397,1995-10-09,1.2957,1995,10,9
398,1995-10-06,1.289,1995,10,6
399,1995-10-05,1.2946,1995,10,5
400,1995-10-04,1.291,1995,10,4
401,1995-10-03,1.2884,1995,10,3
402,1995-10-02,1.2982,1995,10,2
403,1995-09-29,1.2971,1995,9,29
404,1995-09-28,1.304,1995,9,28
405,1995-09-27,1.3,1995,9,27
406,1995-09-26,1.2924,1995,9,26
407,1995-09-25,1.2932,1995,9,25
408,1995-09-22,1.3,1995,9,22
409,1995-09-21,1.2977,1995,9,21
410,1995-09-20,1.2762,1995,9,20
411,1995-09-19,1.2602,1995,9,19
412,1995-09-18,1.264,1995,9,18
413,1995-09-15,1.2613,1995,9,15
414,1995-09-14,1.2605,1995,9,14
415,1995-09-13,1.2571,1995,9,13
416,1995-09-12,1.2687,1995,9,12
417,1995-09-11,1.2693,1995,9,11
418,1995-09-08,1.2692,1995,9,8
419,1995-09-07,1.2647,1995,9,7
420,1995-09-06,1.267,1995,9,6
421,1995-09-05,1.279,1995,9,5
422,1995-09-04,1.2775,1995,9,4
423,1995-09-01,1.2765,1995,9,1
424,1995-08-31,1.2746,1995,8,31
425,1995-08-30,1.271,1995,8,30
426,1995-08-29,1.2667,1995,8,29
427,1995-08-28,1.2788,1995,8,28
428,1995-08-25,1.27,1995,8,25
429,1995-08-24,1.2715,1995,8,24
430,1995-08-23,1.2668,1995,8,23
431,1995-08-22,1.2636,1995,8,22
432,1995-08-21,1.2711,1995,8,21
433,1995-08-18,1.2738,1995,8,18
434,1995-08-17,1.2726,1995,8,17
435,1995-08-16,1.273,1995,8,16
436,1995-08-15,1.272,1995,8,15
437,1995-08-14,1.303,1995,8,14
438,1995-08-11,1.301,1995,8,11
439,1995-08-10,1.3142,1995,8,10
440,1995-08-09,1.3241,1995,8,9
441,1995-08-08,1.3223,1995,8,8
442,1995-08-07,1.3218,1995,8,7
443,1995-08-04,1.3336,1995,8,4
444,1995-08-03,1.3392,1995,8,3
445,1995-08-02,1.3322,1995,8,2
446,1995-08-01,1.35,1995,8,1
447,1995-07-31,1.3405,1995,7,31
448,1995-07-28,1.3446,1995,7,28
449,1995-07-27,1.345,1995,7,27
450,1995-07-26,1.3389,1995,7,26
451,1995-07-25,1.3299,1995,7,25
452,1995-07-24,1.337,1995,7,24
453,1995-07-21,1.3363,1995,7,21
454,1995-07-20,1.3379,1995,7,20
455,1995-07-19,1.344,1995,7,19
456,1995-07-18,1.333,1995,7,18
457,1995-07-17,1.3265,1995,7,17
458,1995-07-14,1.3305,1995,7,14
459,1995-07-13,1.3318,1995,7,13
460,1995-07-12,1.3216,1995,7,12
461,1995-07-11,1.3182,1995,7,11
462,1995-07-10,1.3275,1995,7,10
463,1995-07-07,1.3286,1995,7,7
464,1995-07-06,1.3382,1995,7,6
465,1995-07-05,1.3373,1995,7,5
466,1995-07-04,1.3325,1995,7,4
467,1995-07-03,1.3342,1995,7,3
468,1995-06-30,1.3321,1995,6,30
469,1995-06-29,1.3353,1995,6,29
470,1995-06-28,1.3188,1995,6,28
471,1995-06-27,1.3264,1995,6,27
472,1995-06-26,1.3246,1995,6,26
473,1995-06-23,1.3315,1995,6,23
474,1995-06-22,1.3206,1995,6,22
475,1995-06-21,1.3284,1995,6,21
476,1995-06-20,1.3274,1995,6,20
477,1995-06-19,1.3217,1995,6,19
478,1995-06-16,1.3196,1995,6,16
479,1995-06-15,1.315,1995,6,15
480,1995-06-14,1.32,1995,6,14
481,1995-06-13,1.3114,1995,6,13
482,1995-06-12,1.3153,1995,6,12
483,1995-06-09,1.3142,1995,6,9
484,1995-06-08,1.3128,1995,6,8
485,1995-06-07,1.3098,1995,6,7
486,1995-06-06,1.3113,1995,6,6
487,1995-06-05,1.3123,1995,6,5
488,1995-06-02,1.3022,1995,6,2
489,1995-06-01,1.3157,1995,6,1
490,1995-05-31,1.305,1995,5,31
491,1995-05-30,1.3228,1995,5,30
492,1995-05-29,1.3266,1995,5,29
493,1995-05-26,1.3365,1995,5,26
494,1995-05-25,1.3164,1995,5,25
495,1995-05-24,1.2818,1995,5,24
496,1995-05-23,1.2748,1995,5,23
497,1995-05-22,1.2818,1995,5,22
498,1995-05-19,1.2805,1995,5,19
499,1995-05-18,1.271,1995,5,18
500,1995-05-17,1.2803,1995,5,17
501,1995-05-16,1.2843,1995,5,16
502,1995-05-15,1.2904,1995,5,15
503,1995-05-12,1.2811,1995,5,12
504,1995-05-11,1.2989,1995,5,11
505,1995-05-10,1.3254,1995,5,10
506,1995-05-09,1.3299,1995,5,9
507,1995-05-08,1.3401,1995,5,8
508,1995-05-05,1.331,1995,5,5
509,1995-05-04,1.3342,1995,5,4
510,1995-05-03,1.3328,1995,5,3
511,1995-05-02,1.3279,1995,5,2
512,1995-05-01,1.3209,1995,5,1
513,1995-04-28,1.3251,1995,4,28
514,1995-04-27,1.33,1995,4,27
515,1995-04-26,1.3373,1995,4,26
516,1995-04-25,1.3374,1995,4,25
517,1995-04-24,1.3295,1995,4,24
518,1995-04-21,1.3312,1995,4,21
519,1995-04-20,1.3206,1995,4,20
520,1995-04-19,1.3294,1995,4,19
521,1995-04-18,1.345,1995,4,18
522,1995-04-17,1.343,1995,4,17
523,1995-04-14,1.3262,1995,4,14
524,1995-04-13,1.3293,1995,4,13
525,1995-04-12,1.3142,1995,4,12
526,1995-04-11,1.3144,1995,4,11
527,1995-04-10,1.3008,1995,4,10
528,1995-04-07,1.3352,1995,4,7
529,1995-04-06,1.3331,1995,4,6
530,1995-04-05,1.3278,1995,4,5
531,1995-04-04,1.3253,1995,4,4
532,1995-04-03,1.33,1995,4,3
533,1995-03-31,1.3319,1995,3,31
534,1995-03-30,1.3019,1995,3,30
535,1995-03-29,1.3192,1995,3,29
536,1995-03-28,1.3161,1995,3,28
537,1995-03-27,1.2989,1995,3,27
538,1995-03-24,1.2907,1995,3,24
539,1995-03-23,1.2985,1995,3,23
540,1995-03-22,1.297,1995,3,22
541,1995-03-21,1.292,1995,3,21
542,1995-03-20,1.2949,1995,3,20
543,1995-03-17,1.3026,1995,3,17
544,1995-03-16,1.3073,1995,3,16
545,1995-03-15,1.3127,1995,3,15
546,1995-03-14,1.2943,1995,3,14
547,1995-03-13,1.298,1995,3,13
548,1995-03-10,1.2917,1995,3,10
549,1995-03-09,1.3127,1995,3,9
550,1995-03-08,1.3133,1995,3,8
551,1995-03-07,1.3228,1995,3,7
552,1995-03-06,1.3127,1995,3,6
553,1995-03-03,1.3005,1995,3,3
554,1995-03-02,1.2902,1995,3,2
555,1995-03-01,1.2735,1995,3,1
556,1995-02-28,1.2713,1995,2,28
557,1995-02-27,1.2691,1995,2,27
558,1995-02-24,1.2739,1995,2,24
559,1995-02-23,1.2748,1995,2,23
560,1995-02-22,1.2724,1995,2,22
561,1995-02-21,1.2742,1995,2,21
562,1995-02-20,1.2745,1995,2,20
563,1995-02-17,1.2677,1995,2,17
564,1995-02-16,1.2619,1995,2,16
565,1995-02-15,1.2483,1995,2,15
566,1995-02-14,1.2497,1995,2,14
567,1995-02-13,1.24,1995,2,13
568,1995-02-10,1.2417,1995,2,10
569,1995-02-09,1.2348,1995,2,9
570,1995-02-08,1.2327,1995,2,8
571,1995-02-07,1.2297,1995,2,7
572,1995-02-06,1.2328,1995,2,6
573,1995-02-03,1.2345,1995,2,3
574,1995-02-02,1.2432,1995,2,2
575,1995-02-01,1.2435,1995,2,1
576,1995-01-31,1.2394,1995,1,31
577,1995-01-30,1.2538,1995,1,30
578,1995-01-27,1.2461,1995,1,27
579,1995-01-26,1.2455,1995,1,26
580,1995-01-25,1.247,1995,1,25
581,1995-01-24,1.251,1995,1,24
582,1995-01-23,1.2492,1995,1,23
583,1995-01-20,1.2501,1995,1,20
584,1995-01-19,1.2472,1995,1,19
585,1995-01-18,1.2339,1995,1,18
586,1995-01-17,1.2343,1995,1,17
587,1995-01-16,1.2372,1995,1,16
588,1995-01-13,1.2346,1995,1,13
589,1995-01-12,1.238,1995,1,12
590,1995-01-11,1.2327,1995,1,11
591,1995-01-10,1.2348,1995,1,10
592,1995-01-09,1.2345,1995,1,9
593,1995-01-06,1.217,1995,1,6
594,1995-01-05,1.2268,1995,1,5
595,1995-01-04,1.2211,1995,1,4
596,1995-01-03,1.2226,1995,1,3
597,1995-01-02,1.219,1995,1,2
598,1994-12-30,1.2269,1994,12,30
599,1994-12-29,1.2236,1994,12,29
600,1994-12-28,1.2113,1994,12,28
601,1994-12-27,1.2067,1994,12,27
602,1994-12-26,1.2045,1994,12,26
603,1994-12-23,1.2045,1994,12,23
604,1994-12-22,1.2087,1994,12,22
605,1994-12-21,1.2064,1994,12,21
606,1994-12-20,1.2133,1994,12,20
607,1994-12-19,1.2114,1994,12,19
608,1994-12-16,1.2122,1994,12,16
609,1994-12-15,1.2137,1994,12,15
610,1994-12-14,1.2142,1994,12,14
611,1994-12-13,1.2123,1994,12,13
612,1994-12-12,1.212,1994,12,12
613,1994-12-09,1.2109,1994,12,9
614,1994-12-08,1.211,1994,12,8
615,1994-12-07,1.2167,1994,12,7
616,1994-12-06,1.2134,1994,12,6
617,1994-12-05,1.2127,1994,12,5
618,1994-12-02,1.2082,1994,12,2
619,1994-12-01,1.2135,1994,12,1
620,1994-11-30,1.2154,1994,11,30
621,1994-11-29,1.2144,1994,11,29
622,1994-11-28,1.2163,1994,11,28
623,1994-11-25,1.2218,1994,11,25
624,1994-11-24,1.2219,1994,11,24
