year,month,day,EUR/USD
1993,10,6,1.1679
1993,10,5,1.1669
1993,10,4,1.1698
1993,10,1,1.1633
1993,9,30,1.1618
1993,9,29,1.1778
1993,9,28,1.1773
1993,9,27,1.1688
1993,9,24,1.1629
1993,9,23,1.1607
1993,9,22,1.167
1993,9,21,1.1769
1993,9,20,1.1824
1993,9,17,1.1779
1993,9,16,1.1852
1993,9,15,1.1909
1993,9,14,1.1831
1993,9,13,1.1867
1993,9,10,1.1865
1993,9,9,1.181
1993,9,8,1.1707
1993,9,7,1.1713
1993,9,6,1.1747
1993,9,3,1.165
1993,9,2,1.1515
1993,9,1,1.1453
1993,8,31,1.138
1993,8,30,1.138
1993,8,27,1.1425
1993,8,26,1.1412
1993,8,25,1.1333
1993,8,24,1.1393
1993,8,23,1.1358
1993,8,20,1.142
1993,8,19,1.1324
1993,8,18,1.1354
1993,8,17,1.1262
1993,8,16,1.1271
1993,8,13,1.1107
1993,8,12,1.112
1993,8,11,1.1113
1993,8,10,1.1092
1993,8,9,1.1202
1993,8,6,1.127
1993,8,5,1.1208
1993,8,4,1.1255
1993,8,3,1.1173
1993,8,2,1.1107
1993,7,30,1.0935
1993,7,29,1.1142
1993,7,28,1.1302
1993,7,27,1.1244
1993,7,26,1.1265
1993,7,23,1.1282
1993,7,22,1.1402
1993,7,21,1.1463
1993,7,20,1.1458
1993,7,19,1.14
1993,7,16,1.132
1993,7,15,1.1307
1993,7,14,1.1363
1993,7,13,1.1361
1993,7,12,1.1274
1993,7,9,1.1331
1993,7,8,1.1477
1993,7,7,1.1475
1993,7,6,1.1486
1993,7,5,1.154
1993,7,2,1.154
1993,7,1,1.1571
1993,6,30,1.1471
1993,6,29,1.1606
1993,6,28,1.155
1993,6,25,1.1467
1993,6,24,1.1476
1993,6,23,1.1578
1993,6,22,1.155
1993,6,21,1.1612
1993,6,18,1.1663
1993,6,17,1.1806
1993,6,16,1.181
1993,6,15,1.1884
1993,6,14,1.2012
1993,6,11,1.2009
1993,6,10,1.2011
1993,6,9,1.1962
1993,6,8,1.2027
1993,6,7,1.206
1993,6,4,1.1999
1993,6,3,1.2225
1993,6,2,1.2203
1993,6,1,1.23
1993,5,31,1.2241
1993,5,28,1.2295
1993,5,27,1.218
1993,5,26,1.2028
1993,5,25,1.2021
1993,5,24,1.1978
1993,5,21,1.2057
1993,5,20,1.2107
1993,5,19,1.2059
1993,5,18,1.2058
1993,5,17,1.2105
1993,5,14,1.2178
1993,5,13,1.2067
1993,5,12,1.2144
1993,5,11,1.216
1993,5,10,1.2155
1993,5,7,1.2346
1993,5,6,1.2435
1993,5,5,1.2385
1993,5,4,1.2405
1993,5,3,1.237
1993,4,30,1.233
1993,4,29,1.2388
1993,4,28,1.2388
1993,4,27,1.2315
1993,4,26,1.244
1993,4,23,1.2326
1993,4,22,1.227
1993,4,21,1.219
1993,4,20,1.2203
1993,4,19,1.2188
1993,4,16,1.2056
1993,4,15,1.2133
1993,4,14,1.2217
1993,4,13,1.232
1993,4,12,1.2221
1993,4,9,1.213
1993,4,8,1.2123
1993,4,7,1.2014
1993,4,6,1.2067
1993,4,5,1.2164
1993,4,2,1.2148
1993,4,1,1.2178
1993,3,31,1.207
1993,3,30,1.1978
1993,3,29,1.1918
1993,3,26,1.1875
1993,3,25,1.1809
1993,3,24,1.183
1993,3,23,1.1895
1993,3,22,1.1843
1993,3,19,1.1857
1993,3,18,1.181
1993,3,17,1.1675
1993,3,16,1.1662
1993,3,15,1.1663
1993,3,12,1.165
1993,3,11,1.168
1993,3,10,1.1653
1993,3,9,1.1659
1993,3,8,1.1697
1993,3,5,1.1675
1993,3,4,1.1854
1993,3,3,1.1799
1993,3,2,1.1839
1993,3,1,1.1738
1993,2,26,1.178
1993,2,25,1.1824
1993,2,24,1.1885
1993,2,23,1.1917
1993,2,22,1.1925
1993,2,19,1.1872
1993,2,18,1.1905
1993,2,17,1.1945
1993,2,16,1.193
1993,2,15,1.1733
1993,2,12,1.174
1993,2,11,1.1743
1993,2,10,1.173
1993,2,9,1.1783
1993,2,8,1.1781
1993,2,5,1.175
1993,2,4,1.1759
1993,2,3,1.1815
1993,2,2,1.1898
1993,2,1,1.1932
1993,1,29,1.211
1993,1,28,1.2311
1993,1,27,1.2315
1993,1,26,1.2431
1993,1,25,1.244
1993,1,22,1.2321
1993,1,21,1.2157
1993,1,20,1.2251
1993,1,19,1.2185
1993,1,18,1.2172
1993,1,15,1.201
1993,1,14,1.208
1993,1,13,1.2095
1993,1,12,1.2046
1993,1,11,1.2054
1993,1,8,1.191
1993,1,7,1.198
1993,1,6,1.199
1993,1,5,1.204
1993,1,4,1.1909
1992,12,31,1.2047
1992,12,30,1.2064
1992,12,29,1.209
1992,12,28,1.205
1992,12,25,1.222
1992,12,24,1.222
1992,12,23,1.225
1992,12,22,1.2291
1992,12,21,1.2451
1992,12,18,1.2485
1992,12,17,1.256
1992,12,16,1.2571
1992,12,15,1.2511
1992,12,14,1.2495
1992,12,11,1.243
1992,12,10,1.2401
1992,12,9,1.246
1992,12,8,1.2615
1992,12,7,1.2617
1992,12,4,1.2352
1992,12,3,1.2385
1992,12,2,1.2442
1992,12,1,1.2428
1992,11,30,1.2312
1992,11,27,1.2245
1992,11,26,1.229
1992,11,25,1.235
1992,11,24,1.2289
1992,11,23,1.2264
1992,11,20,1.2313
1992,11,19,1.2473
1992,11,18,1.237
1992,11,17,1.2372
1992,11,16,1.236
1992,11,13,1.25
1992,11,12,1.2429
1992,11,11,1.2367
1992,11,10,1.2325
1992,11,9,1.2295
1992,11,6,1.2317
1992,11,5,1.2411
1992,11,4,1.2519
1992,11,3,1.2545
1992,11,2,1.2551
1992,10,30,1.2729
1992,10,29,1.2762
1992,10,28,1.2709
1992,10,27,1.2833
1992,10,26,1.2814
1992,10,23,1.284
1992,10,22,1.2993
1992,10,21,1.2856
1992,10,20,1.2924
1992,10,19,1.299
1992,10,16,1.316
1992,10,15,1.3414
1992,10,14,1.3395
1992,10,13,1.3325
1992,10,12,1.3245
1992,10,9,1.3155
1992,10,8,1.3172
1992,10,7,1.343
1992,10,6,1.3645
1992,10,5,1.3643
1992,10,2,1.3785
1992,10,1,1.3785
1992,9,30,1.386
1992,9,29,1.3887
1992,9,28,1.3535
1992,9,25,1.3205
1992,9,24,1.3095
1992,9,23,1.308
1992,9,22,1.2935
1992,9,21,1.3205
1992,9,18,1.3005
1992,9,17,1.327
1992,9,16,1.298
1992,9,15,1.3467
1992,9,14,1.3615
1992,9,11,1.3937
1992,9,10,1.4224
1992,9,9,1.4308
1992,9,8,1.4535
1992,9,7,1.4443
1992,9,4,1.4445
1992,9,3,1.4305
1992,9,2,1.4495
1992,9,1,1.4536
1992,8,31,1.441
1992,8,28,1.4335
1992,8,27,1.4335
1992,8,26,1.4366
1992,8,25,1.4425
1992,8,24,1.443
1992,8,21,1.421
1992,8,20,1.4035
1992,8,19,1.3975
1992,8,18,1.3963
1992,8,17,1.3897
1992,8,14,1.3885
1992,8,13,1.3976
1992,8,12,1.3916
1992,8,11,1.3897
1992,8,10,1.3923
1992,8,7,1.3898
1992,8,6,1.3803
1992,8,5,1.376
1992,8,4,1.3803
1992,8,3,1.3838
1992,7,31,1.3828
1992,7,30,1.3815
1992,7,29,1.3764
1992,7,28,1.384
1992,7,27,1.3785
1992,7,24,1.3555
1992,7,23,1.3752
1992,7,22,1.371
1992,7,21,1.3725
1992,7,20,1.3645
1992,7,17,1.3965
1992,7,16,1.3795
1992,7,15,1.3745
1992,7,14,1.3737
1992,7,13,1.3845
1992,7,10,1.366
1992,7,9,1.3535
1992,7,8,1.3733
1992,7,7,1.3745
1992,7,6,1.3535
1992,7,3,1.3493
1992,7,2,1.3575
1992,7,1,1.345
1992,6,30,1.3447
1992,6,29,1.3464
1992,6,26,1.3356
1992,6,25,1.3335
1992,6,24,1.3235
1992,6,23,1.3085
1992,6,22,1.31
1992,6,19,1.303
1992,6,18,1.307
1992,6,17,1.3015
1992,6,16,1.3103
1992,6,15,1.305
1992,6,12,1.2985
1992,6,11,1.2985
1992,6,10,1.2893
1992,6,9,1.2878
1992,6,8,1.2913
1992,6,5,1.2887
1992,6,4,1.2878
1992,6,3,1.2785
1992,6,2,1.2718
1992,6,1,1.2798
1992,5,29,1.2785
1992,5,28,1.265
1992,5,27,1.2565
1992,5,26,1.2735
1992,5,25,1.2725
1992,5,22,1.272
1992,5,21,1.271
1992,5,20,1.2837
1992,5,19,1.2895
1992,5,18,1.2875
1992,5,15,1.2767
1992,5,14,1.2701
1992,5,13,1.278
1992,5,12,1.2663
1992,5,11,1.2545
1992,5,8,1.2493
1992,5,7,1.257
1992,5,6,1.2608
1992,5,5,1.2541
1992,5,4,1.2467
1992,5,1,1.251
1992,4,30,1.2455
1992,4,29,1.2381
1992,4,28,1.2422
1992,4,27,1.241
1992,4,24,1.2425
1992,4,23,1.2375
1992,4,22,1.2353
1992,4,21,1.2297
1992,4,20,1.2305
1992,4,17,1.2287
1992,4,16,1.2285
1992,4,15,1.2325
1992,4,14,1.2385
1992,4,13,1.24
1992,4,10,1.2505
1992,4,9,1.2625
1992,4,8,1.2555
1992,4,7,1.26
1992,4,6,1.2565
1992,4,3,1.2555
1992,4,2,1.243
1992,4,1,1.2365
1992,3,31,1.2431
1992,3,30,1.2415
1992,3,27,1.245
1992,3,26,1.2315
1992,3,25,1.2382
1992,3,24,1.229
1992,3,23,1.2274
1992,3,20,1.2235
1992,3,19,1.2231
1992,3,18,1.2358
1992,3,17,1.2419
1992,3,16,1.2302
1992,3,13,1.2246
1992,3,12,1.2253
1992,3,11,1.2311
1992,3,10,1.225
1992,3,9,1.2314
1992,3,6,1.227
1992,3,5,1.2236
1992,3,4,1.2276
1992,3,3,1.2353
1992,3,2,1.2456
1992,2,28,1.2485
1992,2,27,1.2522
1992,2,26,1.2438
1992,2,25,1.234
1992,2,24,1.2383
1992,2,21,1.2366
1992,2,20,1.2445
1992,2,19,1.2455
1992,2,18,1.2446
1992,2,17,1.2603
1992,2,14,1.2575
1992,2,13,1.26
1992,2,12,1.2715
1992,2,11,1.2802
1992,2,10,1.2945
1992,2,7,1.3095
1992,2,6,1.295
1992,2,5,1.2915
1992,2,4,1.2815
1992,2,3,1.2765
1992,1,31,1.2685
1992,1,30,1.2642
1992,1,29,1.275
1992,1,28,1.2765
1992,1,27,1.2679
1992,1,24,1.279
1992,1,23,1.27
1992,1,22,1.2843
1992,1,21,1.2864
1992,1,20,1.285
1992,1,17,1.2839
1992,1,16,1.2609
1992,1,15,1.2547
1992,1,14,1.2808
1992,1,13,1.2906
1992,1,10,1.2844
1992,1,9,1.304
1992,1,8,1.3489
1992,1,7,1.3495
1992,1,6,1.3437
1992,1,3,1.3182
1992,1,2,1.3285
1992,1,1,1.3369
1991,12,31,1.3369
1991,12,30,1.3359
1991,12,27,1.3345
1991,12,26,1.3468
1991,12,25,1.3355
1991,12,24,1.334
1991,12,23,1.3384
1991,12,20,1.322
1991,12,19,1.3049
1991,12,18,1.2957
1991,12,17,1.2969
1991,12,16,1.2937
1991,12,13,1.2834
1991,12,12,1.2853
1991,12,11,1.2905
1991,12,10,1.2872
1991,12,9,1.2932
1991,12,6,1.2953
1991,12,5,1.2794
1991,12,4,1.2713
1991,12,3,1.2654
1991,12,2,1.2612
1991,11,29,1.255
1991,11,28,1.2593
1991,11,27,1.262
1991,11,26,1.2614
1991,11,25,1.2797
1991,11,22,1.2824
1991,11,21,1.2753
1991,11,20,1.2754
1991,11,19,1.276
1991,11,18,1.2664
1991,11,15,1.2605
1991,11,14,1.2537
1991,11,13,1.2507
1991,11,12,1.2462
1991,11,11,1.2463
1991,11,8,1.2399
1991,11,7,1.2454
1991,11,6,1.249
1991,11,5,1.248
1991,11,4,1.2479
1991,11,1,1.2439
1991,10,31,1.2242
1991,10,30,1.2249
1991,10,29,1.2153
1991,10,28,1.1929
1991,10,25,1.2048
1991,10,24,1.205
1991,10,23,1.1965
1991,10,22,1.2054
1991,10,21,1.209
1991,10,18,1.2134
1991,10,17,1.2075
1991,10,16,1.201
1991,10,15,1.1959
1991,10,14,1.2054
1991,10,11,1.2125
1991,10,10,1.2075
1991,10,9,1.2122
1991,10,8,1.201
1991,10,7,1.2195
1991,10,4,1.2209
1991,10,3,1.2313
1991,10,2,1.2285
1991,10,1,1.2275
1991,9,30,1.2279
1991,9,27,1.226
1991,9,26,1.214
1991,9,25,1.2191
1991,9,24,1.2129
1991,9,23,1.2235
1991,9,20,1.2155
1991,9,19,1.2136
1991,9,18,1.2159
1991,9,17,1.2245
1991,9,16,1.2225
1991,9,13,1.2149
1991,9,12,1.2155
1991,9,11,1.2144
1991,9,10,1.2115
1991,9,9,1.2108
1991,9,6,1.198
1991,9,5,1.1819
1991,9,4,1.1829
1991,9,3,1.1835
1991,9,2,1.1768
1991,8,30,1.1755
1991,8,29,1.1778
1991,8,28,1.1814
1991,8,27,1.174
1991,8,26,1.175
1991,8,23,1.174
1991,8,22,1.1845
1991,8,21,1.181
1991,8,20,1.144
1991,8,19,1.1278
1991,8,16,1.1627
1991,8,15,1.1725
1991,8,14,1.1799
1991,8,13,1.1835
1991,8,12,1.1884
1991,8,9,1.186
1991,8,8,1.1934
1991,8,7,1.1989
1991,8,6,1.1995
1991,8,5,1.1952
1991,8,2,1.1794
1991,8,1,1.17
1991,7,31,1.1774
1991,7,30,1.1694
1991,7,29,1.1744
1991,7,26,1.1774
1991,7,25,1.1682
1991,7,24,1.1835
1991,7,23,1.1694
1991,7,22,1.1654
1991,7,19,1.1764
1991,7,18,1.1589
1991,7,17,1.1469
1991,7,16,1.1412
1991,7,15,1.1474
1991,7,12,1.1484
1991,7,11,1.121
1991,7,10,1.1335
1991,7,9,1.1305
1991,7,8,1.1364
1991,7,5,1.1264
1991,7,4,1.121
1991,7,3,1.1234
1991,7,2,1.1209
1991,7,1,1.1246
1991,6,28,1.1355
1991,6,27,1.1429
1991,6,26,1.1489
1991,6,25,1.1445
1991,6,24,1.1519
1991,6,21,1.1385
1991,6,20,1.1444
1991,6,19,1.145
1991,6,18,1.1305
1991,6,17,1.1444
1991,6,14,1.1429
1991,6,13,1.1441
1991,6,12,1.15
1991,6,11,1.1595
1991,6,10,1.1644
1991,6,7,1.162
1991,6,6,1.1748
1991,6,5,1.1784
1991,6,4,1.1797
1991,6,3,1.1776
1991,5,31,1.1804
1991,5,30,1.1949
1991,5,29,1.1974
1991,5,28,1.2109
1991,5,27,1.2045
1991,5,24,1.205
1991,5,23,1.198
1991,5,22,1.1934
1991,5,21,1.1989
1991,5,20,1.1895
1991,5,17,1.19
1991,5,16,1.2134
1991,5,15,1.2208
1991,5,14,1.214
1991,5,13,1.201
1991,5,10,1.1948
1991,5,9,1.2
1991,5,8,1.2002
1991,5,7,1.198
1991,5,6,1.1874
1991,5,3,1.1744
1991,5,2,1.1905
1991,5,1,1.2045
1991,4,30,1.1986
1991,4,29,1.177
1991,4,26,1.1764
1991,4,25,1.178
1991,4,24,1.1765
1991,4,23,1.184
1991,4,22,1.17
1991,4,19,1.1906
1991,4,18,1.2225
1991,4,17,1.236
1991,4,16,1.2375
1991,4,15,1.2345
1991,4,12,1.2275
1991,4,11,1.2367
1991,4,10,1.2272
1991,4,9,1.2345
1991,4,8,1.2212
1991,4,5,1.2297
1991,4,4,1.2325
1991,4,3,1.2305
1991,4,2,1.2252
1991,4,1,1.2119
1991,3,29,1.2119
1991,3,28,1.205
1991,3,27,1.2095
1991,3,26,1.2195
1991,3,25,1.2323
1991,3,22,1.2517
1991,3,21,1.2548
1991,3,20,1.2455
1991,3,19,1.2405
1991,3,18,1.2645
1991,3,15,1.284
1991,3,14,1.3013
1991,3,13,1.3018
1991,3,12,1.3065
1991,3,11,1.3022
1991,3,8,1.3148
1991,3,7,1.3281
1991,3,6,1.3352
1991,3,5,1.3375
1991,3,4,1.3388
1991,3,1,1.3365
1991,2,28,1.3457
1991,2,27,1.3515
1991,2,26,1.3493
1991,2,25,1.353
1991,2,22,1.3692
1991,2,21,1.3822
1991,2,20,1.3765
1991,2,19,1.3819
1991,2,18,1.3871
1991,2,15,1.3915
1991,2,14,1.3991
1991,2,13,1.4095
1991,2,12,1.4125
1991,2,11,1.4186
1991,2,8,1.4085
1991,2,7,1.4185
1991,2,6,1.4159
1991,2,5,1.4075
1991,2,4,1.4015
1991,2,1,1.4003
1991,1,31,1.3932
1991,1,30,1.384
1991,1,29,1.3874
1991,1,28,1.384
1991,1,25,1.383
1991,1,24,1.3861
1991,1,23,1.3842
1991,1,22,1.3786
1991,1,21,1.3812
1991,1,18,1.3738
1991,1,17,1.3624
1991,1,16,1.3363
1991,1,15,1.3373
1991,1,14,1.3423
1991,1,11,1.3462
1991,1,10,1.3531
1991,1,9,1.3635
1991,1,8,1.3432
1991,1,7,1.3465
1991,1,4,1.3675
1991,1,3,1.3777
1991,1,2,1.3773
1990,12,31,1.367
1990,12,28,1.3574
1990,12,27,1.3405
1990,12,26,1.3339
1990,12,25,1.3339
1990,12,24,1.3339
1990,12,21,1.3405
1990,12,20,1.3638
1990,12,19,1.3832
1990,12,18,1.3784
1990,12,17,1.3775
1990,12,14,1.384
1990,12,13,1.3869
1990,12,12,1.3868
1990,12,11,1.3881
1990,12,10,1.3944
1990,12,7,1.3893
1990,12,6,1.3792
1990,12,5,1.3698
1990,12,4,1.3698
1990,12,3,1.3615
1990,11,30,1.371
1990,11,29,1.3876
1990,11,28,1.3901
1990,11,27,1.3942
1990,11,26,1.3832
1990,11,23,1.3888
1990,11,22,1.3956
1990,11,21,1.3929
1990,11,20,1.3967
1990,11,19,1.3985
1990,11,16,1.3985
1990,11,15,1.3927
1990,11,14,1.3918
1990,11,13,1.3921
1990,11,12,1.3915
1990,11,9,1.387
1990,11,8,1.3882
1990,11,7,1.3925
1990,11,6,1.3914
1990,11,5,1.3897
1990,11,2,1.3765
1990,11,1,1.374
1990,10,31,1.368
1990,10,30,1.3648
1990,10,29,1.3662
1990,10,26,1.3668
1990,10,25,1.369
1990,10,24,1.3733
1990,10,23,1.3645
1990,10,22,1.3639
1990,10,19,1.376
1990,10,18,1.3685
1990,10,17,1.3674
1990,10,16,1.3685
1990,10,15,1.361
1990,10,12,1.363
1990,10,11,1.3618
1990,10,10,1.3565
1990,10,9,1.36
1990,10,8,1.3497
1990,10,5,1.3357
1990,10,4,1.344
1990,10,3,1.339
1990,10,2,1.3302
1990,10,1,1.3285
1990,9,28,1.3155
1990,9,27,1.3125
1990,9,26,1.3169
1990,9,25,1.3265
1990,9,24,1.3304
1990,9,21,1.3137
1990,9,20,1.3131
1990,9,19,1.3215
1990,9,18,1.3365
1990,9,17,1.3342
1990,9,14,1.3186
1990,9,13,1.3015
1990,9,12,1.3054
1990,9,11,1.3035
1990,9,10,1.3088
1990,9,7,1.321
1990,9,6,1.3291
1990,9,5,1.3235
1990,9,4,1.3087
1990,9,3,1.3083
1990,8,31,1.316
1990,8,30,1.3268
1990,8,29,1.3367
1990,8,28,1.338
1990,8,27,1.3403
1990,8,24,1.3388
1990,8,23,1.3335
1990,8,22,1.3279
1990,8,21,1.3224
1990,8,20,1.331
1990,8,17,1.337
1990,8,16,1.3265
1990,8,15,1.3305
1990,8,14,1.3245
1990,8,13,1.3182
1990,8,10,1.305
1990,8,9,1.3045
1990,8,8,1.3048
1990,8,7,1.3121
1990,8,6,1.3157
1990,8,3,1.2995
1990,8,2,1.3009
1990,8,1,1.3005
1990,7,31,1.3047
1990,7,30,1.2877
1990,7,27,1.2835
1990,7,26,1.2765
1990,7,25,1.2775
1990,7,24,1.2771
1990,7,23,1.274
1990,7,20,1.2624
1990,7,19,1.263
1990,7,18,1.2615
1990,7,17,1.258
1990,7,16,1.2534
1990,7,13,1.2603
1990,7,12,1.2475
1990,7,11,1.254
1990,7,10,1.2605
1990,7,9,1.2565
1990,7,6,1.2511
1990,7,5,1.2535
1990,7,4,1.2561
1990,7,3,1.2506
1990,7,2,1.2465
1990,6,29,1.2365
1990,6,28,1.2374
1990,6,27,1.2395
1990,6,26,1.235
1990,6,25,1.2302
1990,6,22,1.232
1990,6,21,1.2307
1990,6,20,1.2306
1990,6,19,1.2344
1990,6,18,1.2305
1990,6,15,1.2184
1990,6,14,1.2248
1990,6,13,1.2167
1990,6,12,1.2195
1990,6,11,1.2138
1990,6,8,1.2113
1990,6,7,1.2136
1990,6,6,1.217
1990,6,5,1.2188
1990,6,4,1.2167
1990,6,1,1.2096
1990,5,31,1.2117
1990,5,30,1.2201
1990,5,29,1.227
1990,5,28,1.2241
1990,5,25,1.2211
1990,5,24,1.2192
1990,5,23,1.2253
1990,5,22,1.2283
1990,5,21,1.2329
1990,5,18,1.2416
1990,5,17,1.2416
1990,5,16,1.2417
1990,5,15,1.2418
1990,5,14,1.2448
1990,5,11,1.2458
1990,5,10,1.2526
1990,5,9,1.2495
1990,5,8,1.2354
1990,5,7,1.2365
1990,5,4,1.2296
1990,5,3,1.217
1990,5,2,1.2155
1990,5,1,1.2184
1990,4,30,1.2188
1990,4,27,1.2186
1990,4,26,1.2176
1990,4,25,1.219
1990,4,24,1.2056
1990,4,23,1.2047
1990,4,20,1.2119
1990,4,19,1.2167
1990,4,18,1.221
1990,4,17,1.2175
1990,4,16,1.2171
1990,4,13,1.221
1990,4,12,1.2218
1990,4,11,1.2222
1990,4,10,1.221
1990,4,9,1.2086
1990,4,6,1.2068
1990,4,5,1.2037
1990,4,4,1.2037
1990,4,3,1.205
1990,4,2,1.2018
1990,3,30,1.2065
1990,3,29,1.2073
1990,3,28,1.1959
1990,3,27,1.194
1990,3,26,1.1964
1990,3,23,1.1915
1990,3,22,1.1968
1990,3,21,1.1902
1990,3,20,1.1942
